"Doctor Name","Hospital Name","Field","State","City","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Kulkarni","Greenview Hospital Silvassa","Dermatology","Dadra and Nagar Haveli and Daman and Diu","Silvassa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Trivedi","Government Medical College and Hospital, Kashipur","Rheumatology","Uttarakhand","Kashipur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Malhotra","Holy Family Hospital Saiha","Urology","Mizoram","Saiha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Banerjee","Narayana Health Guwahati","Rheumatology","Assam","Guwahati","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Sharma","KIMS Hospital Baramulla","Neurology","Jammu and Kashmir","Baramulla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Karan Nair","Narayana Health Namchi","Neurology","Sikkim","Namchi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Chatterjee","KIMS Hospital Chandigarh","Pediatrics","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Das","Care Hospital Varanasi","ENT","Uttar Pradesh","Varanasi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Deepak Kulkarni","All India Institute of Medical Sciences (AIIMS) Chandigarh","Orthopedics","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Banerjee","Greenview Hospital Pasighat","Ophthalmology","Arunachal Pradesh","Pasighat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Meera Pillai","Medanta - The Medicity Mumbai","Nephrology","Maharashtra","Mumbai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Sharma","Aster DM Healthcare Thane","Urology","Maharashtra","Thane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Mishra","Manipal Hospital Palakkad","Dermatology","Kerala","Palakkad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Sharma","Greenview Hospital Maheshtala","Pediatrics","West Bengal","Maheshtala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Kapoor","Manipal Hospital Nongpoh","Orthopedics","Meghalaya","Nongpoh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Kumar","Max Super Speciality Hospital Yanam","Internal Medicine","Puducherry","Yanam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Karan Malhotra","LifeLine Hospital Cuttack","General Surgery","Odisha","Cuttack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Kapoor","Medanta - The Medicity Dewas","Dermatology","Madhya Pradesh","Dewas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Joshi","Holy Family Hospital Chandigarh","Pediatrics","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Kapoor","Fortis Hospital Junagadh","Orthopedics","Gujarat","Junagadh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Deshmukh","Holy Family Hospital Lucknow","Gynecology","Uttar Pradesh","Lucknow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Chatterjee","City Life Hospital Mohali","Anesthesiology","Punjab","Mohali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Deshmukh","City Life Hospital Chandigarh","General Surgery","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Iyer","Holy Family Hospital Tuensang","Gynecology","Nagaland","Tuensang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Aggarwal","Apollo Hospital Ranchi","Radiology","Jharkhand","Ranchi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Verma","St. Mary's Hospital Jabalpur","Dermatology","Madhya Pradesh","Jabalpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Dutta","All India Institute of Medical Sciences (AIIMS) Bathinda","Neurology","Punjab","Bathinda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kiran Sharma","Manipal Hospital Junagadh","Nephrology","Gujarat","Junagadh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Chauhan","All India Institute of Medical Sciences (AIIMS) Thane","General Surgery","Maharashtra","Thane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Manoj Joshi","Max Super Speciality Hospital Yanam","Endocrinology","Puducherry","Yanam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Singh","Government Medical College and Hospital, Kashipur","Neurology","Uttarakhand","Kashipur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Chatterjee","KIMS Hospital Gwalior","Oncology","Madhya Pradesh","Gwalior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Kumar","Government Medical College and Hospital, Port Blair","Pediatrics","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sanjay Malhotra","Aster DM Healthcare East Delhi","ENT","Delhi","East Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Mehta","St. Mary's Hospital Mohali","Oncology","Punjab","Mohali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Verma","Care Hospital Yamunanagar","Nephrology","Haryana","Yamunanagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Manoj Reddy","Greenview Hospital Port Blair","Rheumatology","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Chatterjee","Aster DM Healthcare Thrissur","Nephrology","Kerala","Thrissur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Khan","Apollo Hospital Ujjain","Nephrology","Madhya Pradesh","Ujjain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sameer Iyer","Max Super Speciality Hospital Kashipur","Internal Medicine","Uttarakhand","Kashipur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Patel","Holy Family Hospital Faridabad","Urology","Haryana","Faridabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Trivedi","Greenview Hospital Ziro","Neurology","Arunachal Pradesh","Ziro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Mishra","KIMS Hospital Mahe","General Surgery","Puducherry","Mahe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Varun Trivedi","Greenview Hospital Bathinda","Gastroenterology","Punjab","Bathinda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Reddy","Care Hospital Moradabad","Gastroenterology","Uttar Pradesh","Moradabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Malhotra","Apollo Hospital Kozhikode","Anesthesiology","Kerala","Kozhikode","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Deshmukh","District Civil Hospital, Kavaratti","Internal Medicine","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Varun Chatterjee","Fortis Hospital Bengaluru","Pulmonology","Karnataka","Bengaluru","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Rao","Care Hospital Rajkot","Endocrinology","Gujarat","Rajkot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Reddy","Care Hospital Asansol","Pulmonology","West Bengal","Asansol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sameer Verma","Care Hospital Imphal","Pulmonology","Manipur","Imphal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Mehta","Medanta - The Medicity Port Blair","Oncology","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Sharma","Holy Family Hospital Diu","Nephrology","Dadra and Nagar Haveli and Daman and Diu","Diu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Manoj Iyer","KIMS Hospital Jodhpur","Ophthalmology","Rajasthan","Jodhpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Mishra","St. Mary's Hospital Nashik","Radiology","Maharashtra","Nashik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Deshmukh","Narayana Health Bathinda","Pulmonology","Punjab","Bathinda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Neha Malhotra","Apollo Hospital Varanasi","Internal Medicine","Uttar Pradesh","Varanasi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Neha Trivedi","Greenview Hospital Kohima","Dermatology","Nagaland","Kohima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Kumar","LifeLine Hospital Kalyan-Dombivli","Radiology","Maharashtra","Kalyan-Dombivli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Rao","Greenview Hospital Mahe","Rheumatology","Puducherry","Mahe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Gupta","Government Medical College and Hospital, Port Blair","Radiology","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Pillai","Greenview Hospital Kavaratti","Rheumatology","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kiran Reddy","LifeLine Hospital Alwar","Pediatrics","Rajasthan","Alwar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Deshmukh","LifeLine Hospital Baramulla","Gynecology","Jammu and Kashmir","Baramulla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Joshi","Fortis Hospital Rourkela","Pulmonology","Odisha","Rourkela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Suresh Khan","Holy Family Hospital Agartala","Gynecology","Tripura","Agartala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Kulkarni","Narayana Health Kurnool","Psychiatry","Andhra Pradesh","Kurnool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Reddy","St. Mary's Hospital Rohtak","Rheumatology","Haryana","Rohtak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Pillai","Fortis Hospital Chandigarh","Pediatrics","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Meera Shah","All India Institute of Medical Sciences (AIIMS) Puducherry","Dermatology","Puducherry","Puducherry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Rao","Government Medical College and Hospital, Vasai-Virar","Rheumatology","Maharashtra","Vasai-Virar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kiran Mehta","Manipal Hospital Tura","General Surgery","Meghalaya","Tura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Chauhan","Manipal Hospital Mokokchung","General Surgery","Nagaland","Mokokchung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Gupta","Greenview Hospital Aligarh","Cardiology","Uttar Pradesh","Aligarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Singh","Max Super Speciality Hospital Pune","Ophthalmology","Maharashtra","Pune","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Pillai","St. Mary's Hospital Nagpur","Neurology","Maharashtra","Nagpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Suresh Dutta","Aster DM Healthcare Lucknow","Oncology","Uttar Pradesh","Lucknow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Verma","Max Super Speciality Hospital Meerut","Ophthalmology","Uttar Pradesh","Meerut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Verma","Aster DM Healthcare Mandi","Nephrology","Himachal Pradesh","Mandi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Kapoor","Care Hospital Panipat","Gynecology","Haryana","Panipat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Patel","Manipal Hospital Nashik","Pediatrics","Maharashtra","Nashik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Kapoor","Max Super Speciality Hospital Ajmer","Cardiology","Rajasthan","Ajmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Banerjee","KIMS Hospital Panaji","Nephrology","Goa","Panaji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Dutta","Aster DM Healthcare Deoghar","Psychiatry","Jharkhand","Deoghar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rajesh Khan","Greenview Hospital Haridwar","Ophthalmology","Uttarakhand","Haridwar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rahul Reddy","City Life Hospital Gangtok","General Surgery","Sikkim","Gangtok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Aggarwal","KIMS Hospital South Delhi","Internal Medicine","Delhi","South Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Sharma","KIMS Hospital Kargil","Ophthalmology","Ladakh","Kargil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Singh","City Life Hospital Silvassa","Oncology","Dadra and Nagar Haveli and Daman and Diu","Silvassa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Chatterjee","Fortis Hospital Solan","Anesthesiology","Himachal Pradesh","Solan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rahul Deshmukh","Medanta - The Medicity Satna","Radiology","Madhya Pradesh","Satna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Karan Sharma","Greenview Hospital Chandigarh","Pediatrics","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Banerjee","Medanta - The Medicity Karaikal","ENT","Puducherry","Karaikal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Deepak Mehta","Aster DM Healthcare Naharlagun","Gynecology","Arunachal Pradesh","Naharlagun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Malhotra","Fortis Hospital Karimnagar","Oncology","Telangana","Karimnagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Rao","Medanta - The Medicity Indore","Rheumatology","Madhya Pradesh","Indore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Khan","City Life Hospital Saiha","Internal Medicine","Mizoram","Saiha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Bose","District Civil Hospital, Rajkot","Rheumatology","Gujarat","Rajkot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Menon","Care Hospital Deoghar","Dermatology","Jharkhand","Deoghar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Gupta","All India Institute of Medical Sciences (AIIMS) Sagar","ENT","Madhya Pradesh","Sagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Khan","Greenview Hospital Arrah","Psychiatry","Bihar","Arrah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Pandey","Apollo Hospital Arrah","Internal Medicine","Bihar","Arrah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sameer Mishra","Greenview Hospital Kannur","Cardiology","Kerala","Kannur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Kulkarni","St. Mary's Hospital Rohtak","Internal Medicine","Haryana","Rohtak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Patel","Government Medical College and Hospital, Itanagar","Neurology","Arunachal Pradesh","Itanagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Dutta","LifeLine Hospital Mahe","Gynecology","Puducherry","Mahe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Karan Iyer","Government Medical College and Hospital, East Delhi","Internal Medicine","Delhi","East Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Kumar","St. Mary's Hospital Port Blair","Psychiatry","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Kapoor","Holy Family Hospital Vadodara","Dermatology","Gujarat","Vadodara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Aggarwal","Apollo Hospital Visakhapatnam","Pulmonology","Andhra Pradesh","Visakhapatnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Gupta","Apollo Hospital Yanam","Orthopedics","Puducherry","Yanam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Malhotra","Fortis Hospital Mangan","Nephrology","Sikkim","Mangan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Kapoor","City Life Hospital Kurnool","Orthopedics","Andhra Pradesh","Kurnool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Deepak Kumar","St. Mary's Hospital Bokaro Steel City","Rheumatology","Jharkhand","Bokaro Steel City","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Deshmukh","Narayana Health Jaipur","Urology","Rajasthan","Jaipur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Kumar","District Civil Hospital, Aurangabad","Psychiatry","Maharashtra","Aurangabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Banerjee","Aster DM Healthcare Mahe","Anesthesiology","Puducherry","Mahe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Reddy","City Life Hospital Hisar","General Surgery","Haryana","Hisar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Joshi","Care Hospital Rajnandgaon","Nephrology","Chhattisgarh","Rajnandgaon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sanjay Trivedi","Apollo Hospital Mangaluru","Nephrology","Karnataka","Mangaluru","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Kulkarni","Max Super Speciality Hospital Mokokchung","Rheumatology","Nagaland","Mokokchung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Aggarwal","Narayana Health Aizawl","Orthopedics","Mizoram","Aizawl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Shah","Aster DM Healthcare New Delhi","General Surgery","Delhi","New Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Kumar","District Civil Hospital, Ajmer","Pediatrics","Rajasthan","Ajmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Pillai","District Civil Hospital, Kavaratti","Orthopedics","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Mehta","City Life Hospital Nongpoh","Cardiology","Meghalaya","Nongpoh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Chatterjee","KIMS Hospital Visakhapatnam","Radiology","Andhra Pradesh","Visakhapatnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Karan Trivedi","Medanta - The Medicity Silvassa","Dermatology","Dadra and Nagar Haveli and Daman and Diu","Silvassa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Kulkarni","Greenview Hospital Ludhiana","Gynecology","Punjab","Ludhiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Chauhan","Care Hospital Kullu","Rheumatology","Himachal Pradesh","Kullu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Pillai","Aster DM Healthcare Panaji","Nephrology","Goa","Panaji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Meera Dutta","Care Hospital Korba","Endocrinology","Chhattisgarh","Korba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Das","Apollo Hospital Panaji","Ophthalmology","Goa","Panaji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kiran Reddy","Narayana Health Agra","Internal Medicine","Uttar Pradesh","Agra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Manoj Nair","LifeLine Hospital Gwalior","Gastroenterology","Madhya Pradesh","Gwalior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Kumar","St. Mary's Hospital Nongpoh","Pediatrics","Meghalaya","Nongpoh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Trivedi","LifeLine Hospital Satna","Endocrinology","Madhya Pradesh","Satna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Kapoor","Holy Family Hospital Warangal","ENT","Telangana","Warangal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Verma","Government Medical College and Hospital, Pune","Cardiology","Maharashtra","Pune","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Varun Kulkarni","Greenview Hospital Mahe","Endocrinology","Puducherry","Mahe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Kapoor","Government Medical College and Hospital, Hazaribagh","Oncology","Jharkhand","Hazaribagh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Deshmukh","Greenview Hospital Imphal","Gynecology","Manipur","Imphal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Pandey","Medanta - The Medicity Mapusa","Neurology","Goa","Mapusa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Chauhan","Holy Family Hospital Tezpur","Rheumatology","Assam","Tezpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Gupta","Care Hospital Port Blair","ENT","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Kapoor","Fortis Hospital Ajmer","General Surgery","Rajasthan","Ajmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
